"tollgate_id","time_window","direction","volume"
"1","[2016-10-14 18:20:00,2016-10-14 18:40:00)","1","85"
"3","[2016-10-14 18:20:00,2016-10-14 18:40:00)","0","68"
"3","[2016-10-14 18:20:00,2016-10-14 18:40:00)","1","67"
"2","[2016-10-14 18:20:00,2016-10-14 18:40:00)","0","89"
"1","[2016-10-14 18:40:00,2016-10-14 19:00:00)","0","43"
"1","[2016-10-14 18:40:00,2016-10-14 19:00:00)","1","84"
"3","[2016-10-14 18:40:00,2016-10-14 19:00:00)","0","57"
"3","[2016-10-14 18:40:00,2016-10-14 19:00:00)","1","38"
"2","[2016-10-14 18:40:00,2016-10-14 19:00:00)","0","69"
"1","[2016-10-15 08:00:00,2016-10-15 08:20:00)","0","44"
"1","[2016-10-15 08:00:00,2016-10-15 08:20:00)","1","73"
"3","[2016-10-15 08:00:00,2016-10-15 08:20:00)","0","105"
"3","[2016-10-15 08:00:00,2016-10-15 08:20:00)","1","80"
"2","[2016-10-15 08:00:00,2016-10-15 08:20:00)","0","101"
"1","[2016-10-15 08:20:00,2016-10-15 08:40:00)","0","47"
"1","[2016-10-15 08:20:00,2016-10-15 08:40:00)","1","103"
"3","[2016-10-15 08:20:00,2016-10-15 08:40:00)","0","97"
"3","[2016-10-15 08:20:00,2016-10-15 08:40:00)","1","80"
"2","[2016-10-15 08:20:00,2016-10-15 08:40:00)","0","118"
"1","[2016-10-15 08:40:00,2016-10-15 09:00:00)","0","55"
"1","[2016-10-15 08:40:00,2016-10-15 09:00:00)","1","123"
"3","[2016-10-15 08:40:00,2016-10-15 09:00:00)","0","128"
"3","[2016-10-15 08:40:00,2016-10-15 09:00:00)","1","121"
"2","[2016-10-15 08:40:00,2016-10-15 09:00:00)","0","103"
"1","[2016-10-15 09:00:00,2016-10-15 09:20:00)","0","70"
"1","[2016-10-15 09:00:00,2016-10-15 09:20:00)","1","110"
"3","[2016-10-15 09:00:00,2016-10-15 09:20:00)","0","127"
"3","[2016-10-15 09:00:00,2016-10-15 09:20:00)","1","90"
"2","[2016-10-15 09:00:00,2016-10-15 09:20:00)","0","108"
"1","[2016-10-15 09:20:00,2016-10-15 09:40:00)","0","72"
"1","[2016-10-15 09:20:00,2016-10-15 09:40:00)","1","103"
"3","[2016-10-15 09:20:00,2016-10-15 09:40:00)","0","115"
"3","[2016-10-15 09:20:00,2016-10-15 09:40:00)","1","97"
"2","[2016-10-15 09:20:00,2016-10-15 09:40:00)","0","124"
"1","[2016-10-15 09:40:00,2016-10-15 10:00:00)","0","55"
"1","[2016-10-15 09:40:00,2016-10-15 10:00:00)","1","121"
"3","[2016-10-15 09:40:00,2016-10-15 10:00:00)","0","121"
"3","[2016-10-15 09:40:00,2016-10-15 10:00:00)","1","105"
"2","[2016-10-15 09:40:00,2016-10-15 10:00:00)","0","95"
"1","[2016-10-15 17:00:00,2016-10-15 17:20:00)","0","66"
"1","[2016-10-15 17:00:00,2016-10-15 17:20:00)","1","85"
"3","[2016-10-15 17:00:00,2016-10-15 17:20:00)","0","105"
"3","[2016-10-15 17:00:00,2016-10-15 17:20:00)","1","104"
"2","[2016-10-15 17:00:00,2016-10-15 17:20:00)","0","72"
"1","[2016-10-15 17:20:00,2016-10-15 17:40:00)","0","55"
"1","[2016-10-15 17:20:00,2016-10-15 17:40:00)","1","94"
"3","[2016-10-15 17:20:00,2016-10-15 17:40:00)","0","127"
"3","[2016-10-15 17:20:00,2016-10-15 17:40:00)","1","87"
"2","[2016-10-15 17:20:00,2016-10-15 17:40:00)","0","84"
"1","[2016-10-15 17:40:00,2016-10-15 18:00:00)","0","32"
"1","[2016-10-15 17:40:00,2016-10-15 18:00:00)","1","90"
"3","[2016-10-15 17:40:00,2016-10-15 18:00:00)","0","104"
"3","[2016-10-15 17:40:00,2016-10-15 18:00:00)","1","87"
"2","[2016-10-15 17:40:00,2016-10-15 18:00:00)","0","50"
"1","[2016-10-15 18:00:00,2016-10-15 18:20:00)","0","33"
"1","[2016-10-15 18:00:00,2016-10-15 18:20:00)","1","67"
"3","[2016-10-15 18:00:00,2016-10-15 18:20:00)","0","82"
"3","[2016-10-15 18:00:00,2016-10-15 18:20:00)","1","92"
"2","[2016-10-15 18:00:00,2016-10-15 18:20:00)","0","41"
"1","[2016-10-15 18:20:00,2016-10-15 18:40:00)","0","30"
"1","[2016-10-15 18:20:00,2016-10-15 18:40:00)","1","71"
"3","[2016-10-15 18:20:00,2016-10-15 18:40:00)","0","70"
"3","[2016-10-15 18:20:00,2016-10-15 18:40:00)","1","85"
"2","[2016-10-15 18:20:00,2016-10-15 18:40:00)","0","35"
"1","[2016-10-15 18:40:00,2016-10-15 19:00:00)","0","29"
"1","[2016-10-15 18:40:00,2016-10-15 19:00:00)","1","61"
"3","[2016-10-15 18:40:00,2016-10-15 19:00:00)","0","62"
"3","[2016-10-15 18:40:00,2016-10-15 19:00:00)","1","82"
"2","[2016-10-15 18:40:00,2016-10-15 19:00:00)","0","37"
"1","[2016-10-16 08:00:00,2016-10-16 08:20:00)","0","29"
"1","[2016-10-16 08:00:00,2016-10-16 08:20:00)","1","47"
"3","[2016-10-16 08:00:00,2016-10-16 08:20:00)","0","85"
"3","[2016-10-16 08:00:00,2016-10-16 08:20:00)","1","85"
"2","[2016-10-16 08:00:00,2016-10-16 08:20:00)","0","81"
"1","[2016-10-16 08:20:00,2016-10-16 08:40:00)","0","44"
"1","[2016-10-16 08:20:00,2016-10-16 08:40:00)","1","72"
"3","[2016-10-16 08:20:00,2016-10-16 08:40:00)","0","114"
"3","[2016-10-16 08:20:00,2016-10-16 08:40:00)","1","80"
"2","[2016-10-16 08:20:00,2016-10-16 08:40:00)","0","92"
"1","[2016-10-16 08:40:00,2016-10-16 09:00:00)","0","35"
"1","[2016-10-16 08:40:00,2016-10-16 09:00:00)","1","67"
"3","[2016-10-16 08:40:00,2016-10-16 09:00:00)","0","102"
"3","[2016-10-16 08:40:00,2016-10-16 09:00:00)","1","86"
"2","[2016-10-16 08:40:00,2016-10-16 09:00:00)","0","99"
"1","[2016-10-16 09:00:00,2016-10-16 09:20:00)","0","51"
"1","[2016-10-16 09:00:00,2016-10-16 09:20:00)","1","100"
"3","[2016-10-16 09:00:00,2016-10-16 09:20:00)","0","105"
"3","[2016-10-16 09:00:00,2016-10-16 09:20:00)","1","107"
"2","[2016-10-16 09:00:00,2016-10-16 09:20:00)","0","95"
"1","[2016-10-16 09:20:00,2016-10-16 09:40:00)","0","47"
"1","[2016-10-16 09:20:00,2016-10-16 09:40:00)","1","108"
"3","[2016-10-16 09:20:00,2016-10-16 09:40:00)","0","94"
"3","[2016-10-16 09:20:00,2016-10-16 09:40:00)","1","90"
"2","[2016-10-16 09:20:00,2016-10-16 09:40:00)","0","107"
"1","[2016-10-16 09:40:00,2016-10-16 10:00:00)","0","48"
"1","[2016-10-16 09:40:00,2016-10-16 10:00:00)","1","108"
"3","[2016-10-16 09:40:00,2016-10-16 10:00:00)","0","72"
"3","[2016-10-16 09:40:00,2016-10-16 10:00:00)","1","98"
"2","[2016-10-16 09:40:00,2016-10-16 10:00:00)","0","87"
"1","[2016-10-16 17:00:00,2016-10-16 17:20:00)","0","70"
"1","[2016-10-16 17:00:00,2016-10-16 17:20:00)","1","98"
"3","[2016-10-16 17:00:00,2016-10-16 17:20:00)","0","132"
"3","[2016-10-16 17:00:00,2016-10-16 17:20:00)","1","100"
"2","[2016-10-16 17:00:00,2016-10-16 17:20:00)","0","82"
"1","[2016-10-16 17:20:00,2016-10-16 17:40:00)","0","59"
"1","[2016-10-16 17:20:00,2016-10-16 17:40:00)","1","134"
"3","[2016-10-16 17:20:00,2016-10-16 17:40:00)","0","116"
"3","[2016-10-16 17:20:00,2016-10-16 17:40:00)","1","108"
"2","[2016-10-16 17:20:00,2016-10-16 17:40:00)","0","65"
"1","[2016-10-16 17:40:00,2016-10-16 18:00:00)","0","37"
"1","[2016-10-16 17:40:00,2016-10-16 18:00:00)","1","111"
"3","[2016-10-16 17:40:00,2016-10-16 18:00:00)","0","120"
"3","[2016-10-16 17:40:00,2016-10-16 18:00:00)","1","100"
"2","[2016-10-16 17:40:00,2016-10-16 18:00:00)","0","74"
"1","[2016-10-16 18:00:00,2016-10-16 18:20:00)","0","39"
"1","[2016-10-16 18:00:00,2016-10-16 18:20:00)","1","76"
"3","[2016-10-16 18:00:00,2016-10-16 18:20:00)","0","105"
"3","[2016-10-16 18:00:00,2016-10-16 18:20:00)","1","88"
"2","[2016-10-16 18:00:00,2016-10-16 18:20:00)","0","46"
"1","[2016-10-16 18:20:00,2016-10-16 18:40:00)","0","41"
"1","[2016-10-16 18:20:00,2016-10-16 18:40:00)","1","77"
"3","[2016-10-16 18:20:00,2016-10-16 18:40:00)","0","93"
"3","[2016-10-16 18:20:00,2016-10-16 18:40:00)","1","109"
"2","[2016-10-16 18:20:00,2016-10-16 18:40:00)","0","54"
"1","[2016-10-16 18:40:00,2016-10-16 19:00:00)","0","38"
"1","[2016-10-16 18:40:00,2016-10-16 19:00:00)","1","56"
"3","[2016-10-16 18:40:00,2016-10-16 19:00:00)","0","80"
"3","[2016-10-16 18:40:00,2016-10-16 19:00:00)","1","82"
"2","[2016-10-16 18:40:00,2016-10-16 19:00:00)","0","32"
"1","[2016-10-17 08:00:00,2016-10-17 08:20:00)","0","50"
"1","[2016-10-17 08:00:00,2016-10-17 08:20:00)","1","132"
"3","[2016-10-17 08:00:00,2016-10-17 08:20:00)","0","175"
"3","[2016-10-17 08:00:00,2016-10-17 08:20:00)","1","123"
"2","[2016-10-17 08:00:00,2016-10-17 08:20:00)","0","130"
"1","[2016-10-17 08:20:00,2016-10-17 08:40:00)","0","46"
"1","[2016-10-17 08:20:00,2016-10-17 08:40:00)","1","140"
"3","[2016-10-17 08:20:00,2016-10-17 08:40:00)","0","182"
"3","[2016-10-17 08:20:00,2016-10-17 08:40:00)","1","147"
"2","[2016-10-17 08:20:00,2016-10-17 08:40:00)","0","133"
"1","[2016-10-17 08:40:00,2016-10-17 09:00:00)","0","56"
"1","[2016-10-17 08:40:00,2016-10-17 09:00:00)","1","141"
"3","[2016-10-17 08:40:00,2016-10-17 09:00:00)","0","180"
"3","[2016-10-17 08:40:00,2016-10-17 09:00:00)","1","150"
"2","[2016-10-17 08:40:00,2016-10-17 09:00:00)","0","109"
"1","[2016-10-17 09:00:00,2016-10-17 09:20:00)","0","43"
"1","[2016-10-17 09:00:00,2016-10-17 09:20:00)","1","161"
"3","[2016-10-17 09:00:00,2016-10-17 09:20:00)","0","138"
"3","[2016-10-17 09:00:00,2016-10-17 09:20:00)","1","136"
"2","[2016-10-17 09:00:00,2016-10-17 09:20:00)","0","114"
"1","[2016-10-17 09:20:00,2016-10-17 09:40:00)","0","54"
"1","[2016-10-17 09:20:00,2016-10-17 09:40:00)","1","120"
"3","[2016-10-17 09:20:00,2016-10-17 09:40:00)","0","150"
"3","[2016-10-17 09:20:00,2016-10-17 09:40:00)","1","137"
"2","[2016-10-17 09:20:00,2016-10-17 09:40:00)","0","102"
"1","[2016-10-17 09:40:00,2016-10-17 10:00:00)","0","41"
"1","[2016-10-17 09:40:00,2016-10-17 10:00:00)","1","121"
"3","[2016-10-17 09:40:00,2016-10-17 10:00:00)","0","117"
"3","[2016-10-17 09:40:00,2016-10-17 10:00:00)","1","106"
"2","[2016-10-17 09:40:00,2016-10-17 10:00:00)","0","91"
"1","[2016-10-17 17:00:00,2016-10-17 17:20:00)","0","43"
"1","[2016-10-17 17:00:00,2016-10-17 17:20:00)","1","112"
"3","[2016-10-17 17:00:00,2016-10-17 17:20:00)","0","140"
"3","[2016-10-17 17:00:00,2016-10-17 17:20:00)","1","80"
"2","[2016-10-17 17:00:00,2016-10-17 17:20:00)","0","86"
"1","[2016-10-17 17:20:00,2016-10-17 17:40:00)","0","34"
"1","[2016-10-17 17:20:00,2016-10-17 17:40:00)","1","126"
"3","[2016-10-17 17:20:00,2016-10-17 17:40:00)","0","132"
"3","[2016-10-17 17:20:00,2016-10-17 17:40:00)","1","82"
"2","[2016-10-17 17:20:00,2016-10-17 17:40:00)","0","83"
"1","[2016-10-17 17:40:00,2016-10-17 18:00:00)","0","25"
"1","[2016-10-17 17:40:00,2016-10-17 18:00:00)","1","130"
"3","[2016-10-17 17:40:00,2016-10-17 18:00:00)","0","113"
"3","[2016-10-17 17:40:00,2016-10-17 18:00:00)","1","84"
"2","[2016-10-17 17:40:00,2016-10-17 18:00:00)","0","58"
"1","[2016-10-17 18:00:00,2016-10-17 18:20:00)","0","22"
"1","[2016-10-17 18:00:00,2016-10-17 18:20:00)","1","52"
"3","[2016-10-17 18:00:00,2016-10-17 18:20:00)","0","90"
"3","[2016-10-17 18:00:00,2016-10-17 18:20:00)","1","79"
"2","[2016-10-17 18:00:00,2016-10-17 18:20:00)","0","56"
"1","[2016-10-17 18:20:00,2016-10-17 18:40:00)","0","24"
"1","[2016-10-17 18:20:00,2016-10-17 18:40:00)","1","84"
"3","[2016-10-17 18:20:00,2016-10-17 18:40:00)","0","93"
"3","[2016-10-17 18:20:00,2016-10-17 18:40:00)","1","86"
"2","[2016-10-17 18:20:00,2016-10-17 18:40:00)","0","53"
"1","[2016-10-17 18:40:00,2016-10-17 19:00:00)","0","14"
"1","[2016-10-17 18:40:00,2016-10-17 19:00:00)","1","49"
"3","[2016-10-17 18:40:00,2016-10-17 19:00:00)","0","65"
"3","[2016-10-17 18:40:00,2016-10-17 19:00:00)","1","80"
"2","[2016-10-17 18:40:00,2016-10-17 19:00:00)","0","53"
